path,file,name,kind,date,type,duration,transcription_doc,transcription_txt,transcription_json
2022/Henryk 2022-08-26 Puchatek z prosiaczkiem spotykają tygrysa na sośnie.m4a,Henryk 2022-08-26 Puchatek z prosiaczkiem spotykają tygrysa na sośnie.m4a,Puchatek z prosiaczkiem spotykają tygrysa na sośnie,Henryk,2022-08-26,m4a,663.324444,Henryk 2022-08-26 Puchatek z prosiaczkiem spotykają tygrysa na sośnie.docx,Henryk 2022-08-26 Puchatek z prosiaczkiem spotykają tygrysa na sośnie.txt,Henryk 2022-08-26 Puchatek z prosiaczkiem spotykają tygrysa na sośnie.json
"2022/Henryk 2022-08-29 Puchatek, Krzyś, Kłapouchy i Prosiaczek ratują Tygrysa.m4a","Henryk 2022-08-29 Puchatek, Krzyś, Kłapouchy i Prosiaczek ratują Tygrysa.m4a","Puchatek, Krzyś, Kłapouchy i Prosiaczek ratują Tygrysa",Henryk,2022-08-29,m4a,911.829333,"Henryk 2022-08-29 Puchatek, Krzyś, Kłapouchy i Prosiaczek ratują Tygrysa.docx","Henryk 2022-08-29 Puchatek, Krzyś, Kłapouchy i Prosiaczek ratują Tygrysa.txt","Henryk 2022-08-29 Puchatek, Krzyś, Kłapouchy i Prosiaczek ratują Tygrysa.json"
2022/Henryk 2022-08-30 Przed wyjazdem do Warszawy.m4a,Henryk 2022-08-30 Przed wyjazdem do Warszawy.m4a,Przed wyjazdem do Warszawy,Henryk,2022-08-30,m4a,279.850667,Henryk 2022-08-30 Przed wyjazdem do Warszawy.docx,Henryk 2022-08-30 Przed wyjazdem do Warszawy.txt,Henryk 2022-08-30 Przed wyjazdem do Warszawy.json
2022/Henryk 2022-09-02 Królik poszedł do Krzysia.m4a,Henryk 2022-09-02 Królik poszedł do Krzysia.m4a,Królik poszedł do Krzysia,Henryk,2022-09-02,m4a,675.648000,Henryk 2022-09-02 Królik poszedł do Krzysia.docx,Henryk 2022-09-02 Królik poszedł do Krzysia.txt,Henryk 2022-09-02 Królik poszedł do Krzysia.json
2022/Henryk 2022-09-03 Królik u Sowy Przemądrzałej.m4a,Henryk 2022-09-03 Królik u Sowy Przemądrzałej.m4a,Królik u Sowy Przemądrzałej,Henryk,2022-09-03,m4a,620.053333,Henryk 2022-09-03 Królik u Sowy Przemądrzałej.docx,Henryk 2022-09-03 Królik u Sowy Przemądrzałej.txt,Henryk 2022-09-03 Królik u Sowy Przemądrzałej.json
2022/Henryk 2022-09-05 Królik przychodzi do Puchatka by zapytać o Krzysia.m4a,Henryk 2022-09-05 Królik przychodzi do Puchatka by zapytać o Krzysia.m4a,Królik przychodzi do Puchatka by zapytać o Krzysia,Henryk,2022-09-05,m4a,694.933333,Henryk 2022-09-05 Królik przychodzi do Puchatka by zapytać o Krzysia.docx,Henryk 2022-09-05 Królik przychodzi do Puchatka by zapytać o Krzysia.txt,Henryk 2022-09-05 Królik przychodzi do Puchatka by zapytać o Krzysia.json
2022/Henryk 2022-09-06 Królik i Prosiaczek pytają Kłapouchego o Krzysia.m4a,Henryk 2022-09-06 Królik i Prosiaczek pytają Kłapouchego o Krzysia.m4a,Królik i Prosiaczek pytają Kłapouchego o Krzysia,Henryk,2022-09-06,m4a,749.162667,Henryk 2022-09-06 Królik i Prosiaczek pytają Kłapouchego o Krzysia.docx,Henryk 2022-09-06 Królik i Prosiaczek pytają Kłapouchego o Krzysia.txt,Henryk 2022-09-06 Królik i Prosiaczek pytają Kłapouchego o Krzysia.json
2022/Henryk 2022-09-07 Puchatek bawi sie szyszkami w rzece.m4a,Henryk 2022-09-07 Puchatek bawi sie szyszkami w rzece.m4a,Puchatek bawi sie szyszkami w rzece,Henryk,2022-09-07,m4a,607.253333,Henryk 2022-09-07 Puchatek bawi sie szyszkami w rzece.docx,Henryk 2022-09-07 Puchatek bawi sie szyszkami w rzece.txt,Henryk 2022-09-07 Puchatek bawi sie szyszkami w rzece.json
2022/Henryk 2022-09-09 Puchatek zobaczył Kłapouchego w rzece.m4a,Henryk 2022-09-09 Puchatek zobaczył Kłapouchego w rzece.m4a,Puchatek zobaczył Kłapouchego w rzece,Henryk,2022-09-09,m4a,751.402667,Henryk 2022-09-09 Puchatek zobaczył Kłapouchego w rzece.docx,Henryk 2022-09-09 Puchatek zobaczył Kłapouchego w rzece.txt,Henryk 2022-09-09 Puchatek zobaczył Kłapouchego w rzece.json
2022/Henryk 2022-09-10 Puchatek uratował Kłapouchego i pdzyszedł Krzyś.m4a,Henryk 2022-09-10 Puchatek uratował Kłapouchego i pdzyszedł Krzyś.m4a,Puchatek uratował Kłapouchego i pdzyszedł Krzyś,Henryk,2022-09-10,m4a,932.257959,Henryk 2022-09-10 Puchatek uratował Kłapouchego i pdzyszedł Krzyś.docx,Henryk 2022-09-10 Puchatek uratował Kłapouchego i pdzyszedł Krzyś.txt,Henryk 2022-09-10 Puchatek uratował Kłapouchego i pdzyszedł Krzyś.json
2022/Henryk 2022-09-12 Królik wymyślił jak wraz z Puchatkiem i Prosiaczkiem odbryknąć Tygryska.m4a,Henryk 2022-09-12 Królik wymyślił jak wraz z Puchatkiem i Prosiaczkiem odbryknąć Tygryska.m4a,Królik wymyślił jak wraz z Puchatkiem i Prosiaczkiem odbryknąć Tygryska,Henryk,2022-09-12,m4a,736.885261,Henryk 2022-09-12 Królik wymyślił jak wraz z Puchatkiem i Prosiaczkiem odbryknąć Tygryska.docx,Henryk 2022-09-12 Królik wymyślił jak wraz z Puchatkiem i Prosiaczkiem odbryknąć Tygryska.txt,Henryk 2022-09-12 Królik wymyślił jak wraz z Puchatkiem i Prosiaczkiem odbryknąć Tygryska.json
"2022/Henryk 2022-09-13 Puchatek, Prosiaczek i Królik wyruszyli by odbryknąć Tygryska.m4a","Henryk 2022-09-13 Puchatek, Prosiaczek i Królik wyruszyli by odbryknąć Tygryska.m4a","Puchatek, Prosiaczek i Królik wyruszyli by odbryknąć Tygryska",Henryk,2022-09-13,m4a,691.349333,"Henryk 2022-09-13 Puchatek, Prosiaczek i Królik wyruszyli by odbryknąć Tygryska.docx","Henryk 2022-09-13 Puchatek, Prosiaczek i Królik wyruszyli by odbryknąć Tygryska.txt","Henryk 2022-09-13 Puchatek, Prosiaczek i Królik wyruszyli by odbryknąć Tygryska.json"
"2022/Henryk 2022-09-14 Puchatek, Prosiaczek i Królik zgubili się w lesie.m4a","Henryk 2022-09-14 Puchatek, Prosiaczek i Królik zgubili się w lesie.m4a","Puchatek, Prosiaczek i Królik zgubili się w lesie",Henryk,2022-09-14,m4a,541.610667,"Henryk 2022-09-14 Puchatek, Prosiaczek i Królik zgubili się w lesie.docx","Henryk 2022-09-14 Puchatek, Prosiaczek i Królik zgubili się w lesie.txt","Henryk 2022-09-14 Puchatek, Prosiaczek i Królik zgubili się w lesie.json"
"2022/Henryk 2022-09-15 Puchatek, Prosiaczek i Królik się zgubili i znaleźli.m4a","Henryk 2022-09-15 Puchatek, Prosiaczek i Królik się zgubili i znaleźli.m4a","Puchatek, Prosiaczek i Królik się zgubili i znaleźli",Henryk,2022-09-15,m4a,736.448000,"Henryk 2022-09-15 Puchatek, Prosiaczek i Królik się zgubili i znaleźli.docx","Henryk 2022-09-15 Puchatek, Prosiaczek i Królik się zgubili i znaleźli.txt","Henryk 2022-09-15 Puchatek, Prosiaczek i Królik się zgubili i znaleźli.json"
2022/Henryk 2022-09-16 Puchatek i Prosiaczek poszli odwiedzić wszystkich.m4a,Henryk 2022-09-16 Puchatek i Prosiaczek poszli odwiedzić wszystkich.m4a,Puchatek i Prosiaczek poszli odwiedzić wszystkich,Henryk,2022-09-16,m4a,700.569252,Henryk 2022-09-16 Puchatek i Prosiaczek poszli odwiedzić wszystkich.docx,Henryk 2022-09-16 Puchatek i Prosiaczek poszli odwiedzić wszystkich.txt,Henryk 2022-09-16 Puchatek i Prosiaczek poszli odwiedzić wszystkich.json
2022/Henryk 2022-09-18 Puchatek i Prosiaczek odwiedzają Sowę i wtedy silny wiatr przewraca dom Sowy.m4a,Henryk 2022-09-18 Puchatek i Prosiaczek odwiedzają Sowę i wtedy silny wiatr przewraca dom Sowy.m4a,Puchatek i Prosiaczek odwiedzają Sowę i wtedy silny wiatr przewraca dom Sowy,Henryk,2022-09-18,m4a,743.018667,Henryk 2022-09-18 Puchatek i Prosiaczek odwiedzają Sowę i wtedy silny wiatr przewraca dom Sowy.docx,Henryk 2022-09-18 Puchatek i Prosiaczek odwiedzają Sowę i wtedy silny wiatr przewraca dom Sowy.txt,Henryk 2022-09-18 Puchatek i Prosiaczek odwiedzają Sowę i wtedy silny wiatr przewraca dom Sowy.json
2022/Henryk 2022-09-19 Puchatek wymyśla jak wszystkich uratować.m4a,Henryk 2022-09-19 Puchatek wymyśla jak wszystkich uratować.m4a,Puchatek wymyśla jak wszystkich uratować,Henryk,2022-09-19,m4a,631.893333,Henryk 2022-09-19 Puchatek wymyśla jak wszystkich uratować.docx,Henryk 2022-09-19 Puchatek wymyśla jak wszystkich uratować.txt,Henryk 2022-09-19 Puchatek wymyśla jak wszystkich uratować.json
2022/Henryk 2022-09-20 Prosiaczek wydostaje się przez skrzynkę na listy Sowy i ratuje Sowę i Puchatka.m4a,Henryk 2022-09-20 Prosiaczek wydostaje się przez skrzynkę na listy Sowy i ratuje Sowę i Puchatka.m4a,Prosiaczek wydostaje się przez skrzynkę na listy Sowy i ratuje Sowę i Puchatka,Henryk,2022-09-20,m4a,572.736000,Henryk 2022-09-20 Prosiaczek wydostaje się przez skrzynkę na listy Sowy i ratuje Sowę i Puchatka.docx,Henryk 2022-09-20 Prosiaczek wydostaje się przez skrzynkę na listy Sowy i ratuje Sowę i Puchatka.txt,Henryk 2022-09-20 Prosiaczek wydostaje się przez skrzynkę na listy Sowy i ratuje Sowę i Puchatka.json
2022/Henryk 2022-09-22 Puchatek układa piosenkę o domku Sowy i o dzielnym Prosiaczku.m4a,Henryk 2022-09-22 Puchatek układa piosenkę o domku Sowy i o dzielnym Prosiaczku.m4a,Puchatek układa piosenkę o domku Sowy i o dzielnym Prosiaczku,Henryk,2022-09-22,m4a,638.107574,Henryk 2022-09-22 Puchatek układa piosenkę o domku Sowy i o dzielnym Prosiaczku.docx,Henryk 2022-09-22 Puchatek układa piosenkę o domku Sowy i o dzielnym Prosiaczku.txt,Henryk 2022-09-22 Puchatek układa piosenkę o domku Sowy i o dzielnym Prosiaczku.json
2022/Henryk 2022-09-23 Królik odwiedza Kłapouchego a Puchatek mówi Prosiaczkowi o mruczance dla niego.m4a,Henryk 2022-09-23 Królik odwiedza Kłapouchego a Puchatek mówi Prosiaczkowi o mruczance dla niego.m4a,Królik odwiedza Kłapouchego a Puchatek mówi Prosiaczkowi o mruczance dla niego,Henryk,2022-09-23,m4a,733.680907,Henryk 2022-09-23 Królik odwiedza Kłapouchego a Puchatek mówi Prosiaczkowi o mruczance dla niego.docx,Henryk 2022-09-23 Królik odwiedza Kłapouchego a Puchatek mówi Prosiaczkowi o mruczance dla niego.txt,Henryk 2022-09-23 Królik odwiedza Kłapouchego a Puchatek mówi Prosiaczkowi o mruczance dla niego.json
2022/Henryk 2022-09-24 Wszyscy pracują przy starym mieszkaniu Sowy a Puchatek śpiewa wszystkim piosenkę o Prosiaczku.m4a,Henryk 2022-09-24 Wszyscy pracują przy starym mieszkaniu Sowy a Puchatek śpiewa wszystkim piosenkę o Prosiaczku.m4a,Wszyscy pracują przy starym mieszkaniu Sowy a Puchatek śpiewa wszystkim piosenkę o Prosiaczku,Henryk,2022-09-24,m4a,751.397732,Henryk 2022-09-24 Wszyscy pracują przy starym mieszkaniu Sowy a Puchatek śpiewa wszystkim piosenkę o Prosiaczku.docx,Henryk 2022-09-24 Wszyscy pracują przy starym mieszkaniu Sowy a Puchatek śpiewa wszystkim piosenkę o Prosiaczku.txt,Henryk 2022-09-24 Wszyscy pracują przy starym mieszkaniu Sowy a Puchatek śpiewa wszystkim piosenkę o Prosiaczku.json
2022/Henryk 2022-09-26 Kłapouchy znajduje nowy dom dla Sowy.m4a,Henryk 2022-09-26 Kłapouchy znajduje nowy dom dla Sowy.m4a,Kłapouchy znajduje nowy dom dla Sowy,Henryk,2022-09-26,m4a,658.688000,Henryk 2022-09-26 Kłapouchy znajduje nowy dom dla Sowy.docx,Henryk 2022-09-26 Kłapouchy znajduje nowy dom dla Sowy.txt,Henryk 2022-09-26 Kłapouchy znajduje nowy dom dla Sowy.json
"2022/Henryk 2022-09-27 Wszyscy przeczuwają, że Krzyś odejdzie, więc Kłapouchy skomponował o tym poemat.m4a","Henryk 2022-09-27 Wszyscy przeczuwają, że Krzyś odejdzie, więc Kłapouchy skomponował o tym poemat.m4a","Wszyscy przeczuwają, że Krzyś odejdzie, więc Kłapouchy skomponował o tym poemat",Henryk,2022-09-27,m4a,697.450667,"Henryk 2022-09-27 Wszyscy przeczuwają, że Krzyś odejdzie, więc Kłapouchy skomponował o tym poemat.docx","Henryk 2022-09-27 Wszyscy przeczuwają, że Krzyś odejdzie, więc Kłapouchy skomponował o tym poemat.txt","Henryk 2022-09-27 Wszyscy przeczuwają, że Krzyś odejdzie, więc Kłapouchy skomponował o tym poemat.json"
2022/Henryk 2022-09-28 Wszyscy podpisują rezolucję a potem Krzyś tłumaczy Puchatkowi co to znaczy nie robić nic.m4a,Henryk 2022-09-28 Wszyscy podpisują rezolucję a potem Krzyś tłumaczy Puchatkowi co to znaczy nie robić nic.m4a,Wszyscy podpisują rezolucję a potem Krzyś tłumaczy Puchatkowi co to znaczy nie robić nic,Henryk,2022-09-28,m4a,696.575420,Henryk 2022-09-28 Wszyscy podpisują rezolucję a potem Krzyś tłumaczy Puchatkowi co to znaczy nie robić nic.docx,Henryk 2022-09-28 Wszyscy podpisują rezolucję a potem Krzyś tłumaczy Puchatkowi co to znaczy nie robić nic.txt,Henryk 2022-09-28 Wszyscy podpisują rezolucję a potem Krzyś tłumaczy Puchatkowi co to znaczy nie robić nic.json
"2022/Henryk 2022-09-29 Krzyś żegna się z puchatkiem na Zaczarowanej Polanie i opowoada mu o Królach, Rycerzach i Mnożnikach. A Puchatek nic nie rozumie.m4a","Henryk 2022-09-29 Krzyś żegna się z puchatkiem na Zaczarowanej Polanie i opowoada mu o Królach, Rycerzach i Mnożnikach. A Puchatek nic nie rozumie.m4a","Krzyś żegna się z puchatkiem na Zaczarowanej Polanie i opowoada mu o Królach, Rycerzach i Mnożnikach. A Puchatek nic nie rozumie",Henryk,2022-09-29,m4a,629.307211,"Henryk 2022-09-29 Krzyś żegna się z puchatkiem na Zaczarowanej Polanie i opowoada mu o Królach, Rycerzach i Mnożnikach. A Puchatek nic nie rozumie.docx","Henryk 2022-09-29 Krzyś żegna się z puchatkiem na Zaczarowanej Polanie i opowoada mu o Królach, Rycerzach i Mnożnikach. A Puchatek nic nie rozumie.txt","Henryk 2022-09-29 Krzyś żegna się z puchatkiem na Zaczarowanej Polanie i opowoada mu o Królach, Rycerzach i Mnożnikach. A Puchatek nic nie rozumie.json"
2022/Henryk 2022-09-30 Poznajemy Kubusia Puchatka i udaje się on z balonikiem po miód.m4a,Henryk 2022-09-30 Poznajemy Kubusia Puchatka i udaje się on z balonikiem po miód.m4a,Poznajemy Kubusia Puchatka i udaje się on z balonikiem po miód,Henryk,2022-09-30,m4a,829.248000,Henryk 2022-09-30 Poznajemy Kubusia Puchatka i udaje się on z balonikiem po miód.docx,Henryk 2022-09-30 Poznajemy Kubusia Puchatka i udaje się on z balonikiem po miód.txt,Henryk 2022-09-30 Poznajemy Kubusia Puchatka i udaje się on z balonikiem po miód.json
"2022/Henryk 2022-10-01 Kubuś Puchatek udaje chmurkę by zmylić pszczoły, ale mu się to nie udaje.m4a","Henryk 2022-10-01 Kubuś Puchatek udaje chmurkę by zmylić pszczoły, ale mu się to nie udaje.m4a","Kubuś Puchatek udaje chmurkę by zmylić pszczoły, ale mu się to nie udaje",Henryk,2022-10-01,m4a,613.355102,"Henryk 2022-10-01 Kubuś Puchatek udaje chmurkę by zmylić pszczoły, ale mu się to nie udaje.docx","Henryk 2022-10-01 Kubuś Puchatek udaje chmurkę by zmylić pszczoły, ale mu się to nie udaje.txt","Henryk 2022-10-01 Kubuś Puchatek udaje chmurkę by zmylić pszczoły, ale mu się to nie udaje.json"
2022/Henryk 2022-10-03 Kubuś Puchatek udaje się w odwiedziny do Królika.m4a,Henryk 2022-10-03 Kubuś Puchatek udaje się w odwiedziny do Królika.m4a,Kubuś Puchatek udaje się w odwiedziny do Królika,Henryk,2022-10-03,m4a,673.450667,Henryk 2022-10-03 Kubuś Puchatek udaje się w odwiedziny do Królika.docx,Henryk 2022-10-03 Kubuś Puchatek udaje się w odwiedziny do Królika.txt,Henryk 2022-10-03 Kubuś Puchatek udaje się w odwiedziny do Królika.json
2022/Henryk 2022-10-04 Kubuś Puchatek utknął w drzwiach frontowych u Królika i przyjaciele go później uratowali.m4a,Henryk 2022-10-04 Kubuś Puchatek utknął w drzwiach frontowych u Królika i przyjaciele go później uratowali.m4a,Kubuś Puchatek utknął w drzwiach frontowych u Królika i przyjaciele go później uratowali,Henryk,2022-10-04,m4a,861.738667,Henryk 2022-10-04 Kubuś Puchatek utknął w drzwiach frontowych u Królika i przyjaciele go później uratowali.docx,Henryk 2022-10-04 Kubuś Puchatek utknął w drzwiach frontowych u Królika i przyjaciele go później uratowali.txt,Henryk 2022-10-04 Kubuś Puchatek utknął w drzwiach frontowych u Królika i przyjaciele go później uratowali.json
2022/Henryk 2022-10-06 Kubuś Puchatek z Prosiaczkiem tropią łasicę.m4a,Henryk 2022-10-06 Kubuś Puchatek z Prosiaczkiem tropią łasicę.m4a,Kubuś Puchatek z Prosiaczkiem tropią łasicę,Henryk,2022-10-06,m4a,643.703583,Henryk 2022-10-06 Kubuś Puchatek z Prosiaczkiem tropią łasicę.docx,Henryk 2022-10-06 Kubuś Puchatek z Prosiaczkiem tropią łasicę.txt,Henryk 2022-10-06 Kubuś Puchatek z Prosiaczkiem tropią łasicę.json
2022/Henryk 2022-10-08 Kubuś Puchatek i Prosiaczek spotykają Krzysia podczas gdy tropią zwierze.m4a,Henryk 2022-10-08 Kubuś Puchatek i Prosiaczek spotykają Krzysia podczas gdy tropią zwierze.m4a,Kubuś Puchatek i Prosiaczek spotykają Krzysia podczas gdy tropią zwierze,Henryk,2022-10-08,m4a,578.112000,Henryk 2022-10-08 Kubuś Puchatek i Prosiaczek spotykają Krzysia podczas gdy tropią zwierze.docx,Henryk 2022-10-08 Kubuś Puchatek i Prosiaczek spotykają Krzysia podczas gdy tropią zwierze.txt,Henryk 2022-10-08 Kubuś Puchatek i Prosiaczek spotykają Krzysia podczas gdy tropią zwierze.json
"2022/Henryk 2022-10-10 Kubuś Puchatek odwiedza Kłapouchego i zauważa, że ten zgubił swój ogon.m4a","Henryk 2022-10-10 Kubuś Puchatek odwiedza Kłapouchego i zauważa, że ten zgubił swój ogon.m4a","Kubuś Puchatek odwiedza Kłapouchego i zauważa, że ten zgubił swój ogon",Henryk,2022-10-10,m4a,637.573515,"Henryk 2022-10-10 Kubuś Puchatek odwiedza Kłapouchego i zauważa, że ten zgubił swój ogon.docx","Henryk 2022-10-10 Kubuś Puchatek odwiedza Kłapouchego i zauważa, że ten zgubił swój ogon.txt","Henryk 2022-10-10 Kubuś Puchatek odwiedza Kłapouchego i zauważa, że ten zgubił swój ogon.json"
2022/Henryk 2022-10-12 Urodziny Henryka i bajka w której Puchatek znajduje ogon Kłapouchego.m4a,Henryk 2022-10-12 Urodziny Henryka i bajka w której Puchatek znajduje ogon Kłapouchego.m4a,Urodziny Henryka i bajka w której Puchatek znajduje ogon Kłapouchego,Henryk,2022-10-12,m4a,686.149660,Henryk 2022-10-12 Urodziny Henryka i bajka w której Puchatek znajduje ogon Kłapouchego.docx,Henryk 2022-10-12 Urodziny Henryka i bajka w której Puchatek znajduje ogon Kłapouchego.txt,Henryk 2022-10-12 Urodziny Henryka i bajka w której Puchatek znajduje ogon Kłapouchego.json
2022/Henryk 2022-10-13 Kubuś Puchatek razem z Prosiaczkiem planują złapać słonia.m4a,Henryk 2022-10-13 Kubuś Puchatek razem z Prosiaczkiem planują złapać słonia.m4a,Kubuś Puchatek razem z Prosiaczkiem planują złapać słonia,Henryk,2022-10-13,m4a,578.176871,Henryk 2022-10-13 Kubuś Puchatek razem z Prosiaczkiem planują złapać słonia.docx,Henryk 2022-10-13 Kubuś Puchatek razem z Prosiaczkiem planują złapać słonia.txt,Henryk 2022-10-13 Kubuś Puchatek razem z Prosiaczkiem planują złapać słonia.json
2022/Henryk 2022-10-14 Puchatek i Prosiaczek budują pułapkę na słonia.m4a,Henryk 2022-10-14 Puchatek i Prosiaczek budują pułapkę na słonia.m4a,Puchatek i Prosiaczek budują pułapkę na słonia,Henryk,2022-10-14,m4a,642.133333,Henryk 2022-10-14 Puchatek i Prosiaczek budują pułapkę na słonia.docx,Henryk 2022-10-14 Puchatek i Prosiaczek budują pułapkę na słonia.txt,Henryk 2022-10-14 Puchatek i Prosiaczek budują pułapkę na słonia.json
2022/Henryk 2022-10-15 Puchatek i Prosiaczek chcą sprawdzić czy udało im się złapać słonia.m4a,Henryk 2022-10-15 Puchatek i Prosiaczek chcą sprawdzić czy udało im się złapać słonia.m4a,Puchatek i Prosiaczek chcą sprawdzić czy udało im się złapać słonia,Henryk,2022-10-15,m4a,631.957333,Henryk 2022-10-15 Puchatek i Prosiaczek chcą sprawdzić czy udało im się złapać słonia.docx,Henryk 2022-10-15 Puchatek i Prosiaczek chcą sprawdzić czy udało im się złapać słonia.txt,Henryk 2022-10-15 Puchatek i Prosiaczek chcą sprawdzić czy udało im się złapać słonia.json
2022/Henryk 2022-10-16 Puchatek dał się złapać w pułapkę na słonie.m4a,Henryk 2022-10-16 Puchatek dał się złapać w pułapkę na słonie.m4a,Puchatek dał się złapać w pułapkę na słonie,Henryk,2022-10-16,m4a,574.165333,Henryk 2022-10-16 Puchatek dał się złapać w pułapkę na słonie.docx,Henryk 2022-10-16 Puchatek dał się złapać w pułapkę na słonie.txt,Henryk 2022-10-16 Puchatek dał się złapać w pułapkę na słonie.json
"2022/Henryk 2022-10-19 Kłapouchy oznajmia Puchatkowi, że ma dziś urodziny.m4a","Henryk 2022-10-19 Kłapouchy oznajmia Puchatkowi, że ma dziś urodziny.m4a","Kłapouchy oznajmia Puchatkowi, że ma dziś urodziny",Henryk,2022-10-19,m4a,638.464000,"Henryk 2022-10-19 Kłapouchy oznajmia Puchatkowi, że ma dziś urodziny.docx","Henryk 2022-10-19 Kłapouchy oznajmia Puchatkowi, że ma dziś urodziny.txt","Henryk 2022-10-19 Kłapouchy oznajmia Puchatkowi, że ma dziś urodziny.json"
"2022/Henryk 2022-10-20 Puchatek wymyśla, że podaruje Kłapouchemu garnczek na różności.m4a","Henryk 2022-10-20 Puchatek wymyśla, że podaruje Kłapouchemu garnczek na różności.m4a","Puchatek wymyśla, że podaruje Kłapouchemu garnczek na różności",Henryk,2022-10-20,m4a,765.654785,"Henryk 2022-10-20 Puchatek wymyśla, że podaruje Kłapouchemu garnczek na różności.docx","Henryk 2022-10-20 Puchatek wymyśla, że podaruje Kłapouchemu garnczek na różności.txt","Henryk 2022-10-20 Puchatek wymyśla, że podaruje Kłapouchemu garnczek na różności.json"
2022/Henryk 2022-10-21 Prosiaczek przy osi Kłapouchemu balonik w prezencie.m4a,Henryk 2022-10-21 Prosiaczek przy osi Kłapouchemu balonik w prezencie.m4a,Prosiaczek przy osi Kłapouchemu balonik w prezencie,Henryk,2022-10-21,m4a,685.056000,Henryk 2022-10-21 Prosiaczek przy osi Kłapouchemu balonik w prezencie.docx,Henryk 2022-10-21 Prosiaczek przy osi Kłapouchemu balonik w prezencie.txt,Henryk 2022-10-21 Prosiaczek przy osi Kłapouchemu balonik w prezencie.json
2022/Henryk 2022-10-22 Kłapouchy dostaje od Puchatka i Prosiaczka prezenty i bardzo się z nich cieszy.m4a,Henryk 2022-10-22 Kłapouchy dostaje od Puchatka i Prosiaczka prezenty i bardzo się z nich cieszy.m4a,Kłapouchy dostaje od Puchatka i Prosiaczka prezenty i bardzo się z nich cieszy,Henryk,2022-10-22,m4a,691.093333,Henryk 2022-10-22 Kłapouchy dostaje od Puchatka i Prosiaczka prezenty i bardzo się z nich cieszy.docx,Henryk 2022-10-22 Kłapouchy dostaje od Puchatka i Prosiaczka prezenty i bardzo się z nich cieszy.txt,Henryk 2022-10-22 Kłapouchy dostaje od Puchatka i Prosiaczka prezenty i bardzo się z nich cieszy.json
"2022/Henryk 2022-10-25 Królik, Prosiaczek i Puchatek planują porwanie Maleństwa Kangurzycy.m4a","Henryk 2022-10-25 Królik, Prosiaczek i Puchatek planują porwanie Maleństwa Kangurzycy.m4a","Królik, Prosiaczek i Puchatek planują porwanie Maleństwa Kangurzycy",Henryk,2022-10-25,m4a,702.357333,"Henryk 2022-10-25 Królik, Prosiaczek i Puchatek planują porwanie Maleństwa Kangurzycy.docx","Henryk 2022-10-25 Królik, Prosiaczek i Puchatek planują porwanie Maleństwa Kangurzycy.txt","Henryk 2022-10-25 Królik, Prosiaczek i Puchatek planują porwanie Maleństwa Kangurzycy.json"
"2022/Henryk 2022-10-26 Królik, Prosiaczek i Puchatek spotykają Kangurzycę i Maleństwo i Prosiaczek wskakuje do kieszeni Kangurzycy.m4a","Henryk 2022-10-26 Królik, Prosiaczek i Puchatek spotykają Kangurzycę i Maleństwo i Prosiaczek wskakuje do kieszeni Kangurzycy.m4a","Królik, Prosiaczek i Puchatek spotykają Kangurzycę i Maleństwo i Prosiaczek wskakuje do kieszeni Kangurzycy",Henryk,2022-10-26,m4a,652.757333,"Henryk 2022-10-26 Królik, Prosiaczek i Puchatek spotykają Kangurzycę i Maleństwo i Prosiaczek wskakuje do kieszeni Kangurzycy.docx","Henryk 2022-10-26 Królik, Prosiaczek i Puchatek spotykają Kangurzycę i Maleństwo i Prosiaczek wskakuje do kieszeni Kangurzycy.txt","Henryk 2022-10-26 Królik, Prosiaczek i Puchatek spotykają Kangurzycę i Maleństwo i Prosiaczek wskakuje do kieszeni Kangurzycy.json"
